LICEO MUNICIPAL JUAN RUSQUE PORTAL,Región de Valparaóso,Nogales,-2.0,0.0,baja
COLEGIO EL MELóN,Región de Valparaóso,Nogales,-6.0,0.0,baja
LICEO FELIPE CORTES,Región de Valparaóso,Nogales,18.0,1.0,sube
COLEGIO SANTA ISABEL,Región de Valparaóso,Nogales,17.0,1.0,sube
LICEO MUNICIPAL LUIS LABORDA,Región de Valparaóso,Hijuelas,-17.0,-1.0,baja
LICEO DE LIMACHE,Región de Valparaóso,Limache,-4.0,0.0,baja
COLEGIO PASION DE JESUS DE LIMACHE,Región de Valparaóso,Limache,-17.0,-1.0,baja
COLEGIO DE LA SANTA CRUZ,Región de Valparaóso,Limache,24.0,1.0,sube
COLEGIO LIMACHE COLLEGE,Región de Valparaóso,Limache,-12.0,-1.0,baja
LICEO DE OLMUE,Región de Valparaóso,Olmuó,14.0,0.0,sube
COLEGIO PART. IGNACIO CARRERA PINTO,Región de Valparaóso,Olmuó,1.0,0.0,sube
INST.SUP.COMERCIO FCO.ARAYA BENNET,Región de Valparaóso,Valparaós,13.0,1.0,sube
ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO,Región de Valparaóso,Valparaós,-4.0,0.0,baja
LICEO TóCNICO DE VALPARAóSO,Región de Valparaóso,Valparaós,16.0,1.0,sube
LICEO EDUARDO DE LA BARRA,Región de Valparaóso,Valparaós,14.0,1.0,sube
LICEO TECNOLóGICO ALFREDO NAZAR FERES,Región de Valparaóso,Valparaós,14.0,1.0,sube
LICEO MARIA LUISA BOMBAL,Región de Valparaóso,Valparaós,0.0,0.0,mantiene
LICEO TECNICO PROFESIONAL BARON,Región de Valparaóso,Valparaós,-1.0,0.0,baja
LICEO BICENTENARIO MARITIMO DE VALPARAISO,Región de Valparaóso,Valparaós,-4.0,0.0,baja
LICEO DE NINAS MARIA FRANCK DE MACDOUGAL,Región de Valparaóso,Valparaós,14.0,0.0,sube
COLEGIO PEDRO MONTT,Región de Valparaóso,Valparaós,34.0,0.0,sube
INSTITUTO TECN.PROF.MARITIMO DE VALPSO,Región de Valparaóso,Valparaós,-15.0,-1.0,baja
ESCUELA JOAQUIN EDWARDS BELLO,Región de Valparaóso,Valparaós,13.0,0.0,sube
ESCUELA REPUBLICA DE MEXICO,Región de Valparaóso,Valparaós,7.0,0.0,sube
LICEO SANTA TERESA,Región de Valparaóso,Valparaós,12.0,0.0,sube
COLEGIO PRESBIT. DAVID TRUMBULL,Región de Valparaóso,Valparaós,7.0,0.0,sube
LICEO JUANA ROSS DE EDWARDS,Región de Valparaóso,Valparaós,-8.0,0.0,baja
COLEGIO LUTERANO CONCORDIA,Región de Valparaóso,Valparaós,4.0,0.0,sube
LICEO COEDUCACIONAL LA IGUALDAD,Región de Valparaóso,Valparaós,9.0,0.0,sube
COLEGIO CARLOS COUSINO,Región de Valparaóso,Valparaós,4.0,0.0,sube
COLEGIO MARIA AUXILIADORA,Región de Valparaóso,Valparaós,-28.0,-1.0,baja
COLEGIO NTRA.SRA.DE LA MISERICORDIA,Región de Valparaóso,Valparaós,-7.0,0.0,baja
COLEGIO SALESIANO VALPARAISO,Región de Valparaóso,Valparaós,5.0,0.0,sube
COLEGIO SAN DAMIAN DE MOLOKAI,Región de Valparaóso,Valparaós,21.0,1.0,sube
COLEGIO LEONARDO MURIALDO,Región de Valparaóso,Valparaós,5.0,0.0,sube
COLEGIO TERESITA DE LISIEUX,Región de Valparaóso,Valparaós,6.0,0.0,sube
COLEGIO PARTICULAR JUNIOR SCHOOL 2,Región de Valparaóso,Valparaós,9.0,0.0,sube
COLEGIO INTERNACIONAL,Región de Valparaóso,Valparaós,-3.0,0.0,baja
"COLEGIO DE LOS SAGRADOS CORAZONES, PADRES",Región de Valparaóso,Vióa Del,-1.0,0.0,baja
COL. IDA.CONCEPC. NTRA.SRA.LOURDES,Región de Valparaóso,Valparaós,-9.0,0.0,baja
SEMINARIO SAN RAFAEL,Región de Valparaóso,Valparaós,-9.0,0.0,baja
COLEGIO AGUSTIN EDWARDS,Región de Valparaóso,Valparaós,-21.0,-1.0,baja
SCUOLA ITALIANA ARTURO DELLóORO,Región de Valparaóso,Valparaós,-11.0,0.0,baja
COLEGIO SAN PEDRO NOLASCO,Región de Valparaóso,Valparaós,21.0,1.0,sube
COLEGIO SAN VICENTE,Región de Valparaóso,Valparaós,20.0,1.0,sube
INSTITUTO SUPERIOR DE COMERCIO ALBERTO BL,Región de Valparaóso,Vióa Del,-7.0,0.0,baja
LICEO INDUSTRIAL MIRAFLORES ALTO,Región de Valparaóso,Vióa Del,16.0,1.0,sube
LICEO BENJAMIN VICUNA MACKENA,Región de Valparaóso,Vióa Del,26.0,1.0,sube
LICEO GUILLERMO RIVERA COTAPOS,Región de Valparaóso,Vióa Del,1.0,0.0,sube
LICEO BICENTENARIO DE VIóA DEL MAR,Región de Valparaóso,Vióa Del,-14.0,-1.0,baja
COLEGIO REPUBLICA DE COLOMBIA,Región de Valparaóso,Vióa Del,15.0,0.0,sube
ESCUELA DR. OSCAR MARIN SOCIAS,Región de Valparaóso,Vióa Del,26.0,1.0,sube
COLEGIO RUBEN CASTRO-DIURNO,Región de Valparaóso,Vióa Del,-8.0,0.0,baja
LICEO PARROQUIAL SAN ANTONIO,Región de Valparaóso,Vióa Del,-8.0,0.0,baja
LICEO NUESTRA SRA.DE LA PAZ,Región de Valparaóso,Vióa Del,-46.0,-1.0,baja
ESC. DE TRIPULANTES Y PORTUARIA DE VALPAR,Región de Valparaóso,Valparaós,1.0,0.0,sube
LICEO SANTA TERESA DE LOS ANDES,Región de Valparaóso,Vióa Del,-4.0,0.0,baja
COLEGIO SAN AGUSTIN,Región de Valparaóso,Vióa Del,-8.0,0.0,baja
COL.PARROQUIAL SANTA MARIA GORETTI,Región de Valparaóso,Concón,-5.0,0.0,baja
LICEO JOSE CORTES BROWN,Región de Valparaóso,Vióa Del,-11.0,-1.0,baja
COLEGIO EXCMO. CARDENAL RAUL SILVA HENRIQ,Región de Valparaóso,Vióa Del,-16.0,-1.0,baja
COL. INMACULADA DE LOURDES,Región de Valparaóso,Vióa Del,1.0,0.0,sube
COLEGIO ANA MARIA JANER,Región de Valparaóso,Vióa Del,-3.0,0.0,baja
COLEGIO CLAUDIO MATTE,Región de Valparaóso,Vióa Del,-30.0,-1.0,baja
COLEGIO ACONCAGUA,Región de Valparaóso,Quilpuó,-16.0,-1.0,baja
